song_title,lyrics,prompt
Lamborghini Angels,"[Verse 1]: Lupe Fiasco
With a circle on the floor he compels them to be pure
Pulls the beast out of his heart then impales it on a sword
Writes a prayer on some paper and then he nails it to the door
Just the good of you may enter by the mercy of the lord
Listen not to what he speaks, that's been the cursing of his cause
A seduction of his senses by the devils he adores
The unholy has him hostage and his soul is now at war
Follow not his secret knowledge it will bring you no reward
Shun him while in public disallow him from your stores
Have no part in his affairs 'less his pestilence be yours
Make scoundrels of the righteous and virgins into whores
But we must still pray that his color will be cured",Write a verse in the style of Lupe Fiasco exploring the battle between good and evil within oneself.
Lamborghini Angels,"[Hook]: Lupe Fiasco
I see diamond-flooded demons
Lamborghini angels
Lamborghini angels
Lamborghini angels
Halos down with the doors flapping when they came through
Halos down with the doors flapping when they came through
",Write a hook in the style of Lupe Fiasco that uses imagery of diamond-flooded demons and Lamborghini angels.
Lamborghini Angels,"[Verse 2]: Lupe Fiasco
With her eyes to the ceiling and a needle in her brain
He looks back into the crowd, wipes the blood and then explains
How she slipped from this existence to the realm of the deranged
Her becoming must be halted to reverse what she became
From the looseness of her tongue, to the pollution of her aims
To do nothing is barbaric, the solution is humane
You must destroy the mind and hopefully retrain
You torture out the wildness, then replace it with the tame
Blank slate when she recovers, she won't even know her name
Perfect wife and perfect lover, no resistance, no complaints
May God bless the scientific cure for the insane
Knew she couldn't go to school, but she thought that that should change
",Write a verse in the style of Lupe Fiasco exploring the ethics and consequences of using extreme measures to control someone's behavior.
Lamborghini Angels,"[Hook]: Lupe Fiasco
I see diamond-flooded demons
Lamborghini angels
Lamborghini angels
Lamborghini angels
Halos down with the doors flapping when they came through
Halos down with the doors flapping when they came through","Write a hook in the style of Lupe Fiasco, describing extravagant and otherworldly beings like ""diamond-flooded demons"" and ""Lamborghini angels."""
Lamborghini Angels,"[Verse 3]: Lupe Fiasco
With his crucifix inside his pocket said his mission is divine
Put his Bible on the bed and then he touched on his behind
Told him take off all his clothes and put your penis next to mine
Now the little boy think it's normal because they do this all the time
With no life inside his body now he finally think he’s safe
But they cut off all his fingers while they piss all in his face
He take pictures with his killers then they sneak back to the states
Now he sit next to the picture of his wife when she was raped
With the teleprompter rolling he looks right into the lens
Doesn’t mention his redemption but absolves him of his sins
He forgives them in advance says that he will do again
","Write a verse in the style of Lupe Fiasco, delving into the dark reality of abuse and manipulation."
Lamborghini Angels,"[John F. Kennedy]: Lupe Fiasco
My fellow Americans...
",Write a speech in the style of John F. Kennedy addressing your fellow citizens.
Lamborghini Angels,"[Hook]: Lupe Fiasco
I see diamond-flooded demons
Lamborghini angels
Lamborghini angels
Lamborghini angels
Halos down with the doors flapping when they came through
Halos down with the doors flapping when they came through","Write a hook in the style of Lupe Fiasco, using vivid imagery to describe luxurious and otherworldly beings."
Old School Love,"[Intro: Ed Sheeran]
Give me that old school love right now
You know when I hold you, you won’t be alone
As long as I'm here, as long as you love me
Give me that old school love right now
As long as I'm here, as long as you love me
Give me that old school love right now
","Write an intro in the style of Ed Sheeran, expressing a longing for old school love and companionship."
Old School Love,"[Verse 1: Lupe Fiasco]
Give me that late 80s early 90s old school
Feeling like my second album, so cool
Chiraq summer looking so cruel
Look shorty in the eye, told me it was no rules
Went to speak but was like never mind
Let my mind just sneak back to a better time
When I was his age and if he's ever mine
Thinking he would only think back to this and never find
Better times to think back to when it comes
And he's older in the presence of somebody young
Telling him the same things that he told me
And he reacts the same way as that OG
But it's old school, it's like '03
And this old man is my old me
Takes a long time to happen so fast
To realize that your future is somebody else's past
Wassup...",Write a verse in the style of Lupe Fiasco reflecting on the cyclical nature of time and the passing down of wisdom through generations.
Old School Love,"[Hook: Ed Sheeran]
As long as I'm here, as long as you love me
Give me that old school love right now
As long as I'm here, as long as you love me
Give me that old school love right now
",Write a hook in the style of Ed Sheeran expressing a desire for old school love.
Old School Love,"[Verse 2: Lupe Fiasco]
Analog black vinyl spinning sounding so good
Top down, can't be a classic if it's no wood
If you don't know what, then you new school
Floor model is the foundation for your YouTubes
Model flows off of Fat Boys and Juice Crews
Melle Mel's, Ice-T's, and the 2 Cools
Add a Moe Dee and a Double L
Had to walk cause it's hard to run in those unbuckled shells
One microphone and a couple 12s
Six drum sounds and a couple bells
Is all you had to make a couple rails
And that's a track,
 
and if you want a (eeeeeeeh)
You have to make it like that
Now what's one turtle to a couple snails?
Takes a long time to happen so fast
And realize your future is somebody else's past
Wassup...
",Write a verse in the style of Lupe Fiasco reflecting on the evolution of hip-hop and the influence of past artists on current ones.
Old School Love,"[Hook: Ed Sheeran]
As long as I'm here, as long as you love me
Give me that old school love right now
As long as I'm here, as long as you love me
Give me that old school love right now","Write a chorus in the style of Ed Sheeran, expressing the timeless and nostalgic feeling of old school love."
Old School Love,"[Verse 3: Lupe Fiasco]
Chiraq summer looking so cruel
How can I reel-to-reel when there's Pro Tool?
I can't dig it at all because there's no tube
Fire when you speak but ain't no warmth in your vocals
Might have been a better rhyme then just never mind
If it's better with time then think in line
That you're going to be your nicest 'round your midlife crisis
If you're life like Christ live your midlife like it's... Christ-like
Nigga I ain't psychic
I know it's all a cycle and everybody bike it
And France is enormous you're Lance with endorsements
But you might need a hand to enhance your performance
Consider this a kilogram of encouragement
Teach you how to sneak it past the enforcement
And when you get it through in a manner so cool
Remember to give a little nod to the old school
Wassup...
",Write a verse in the style of Lupe Fiasco reflecting on the challenges of maintaining authenticity in a world driven by technology.
Old School Love,"[Bridge: Ed Sheeran]
Give me your old school love right now
I'm leaving it all up to you darling, giving you everything you want
And give me that old school love right now
You know that only you and me alone...
","Write a bridge in the style of Ed Sheeran, expressing a longing for old school love and devotion."
Old School Love,"[Hook: Ed Sheeran]
As long as I'm here, as long as you love me
Give me that old school love right now
As long as I'm here, as long as you love me
Give me that old school love right now",Write a hook in the style of Ed Sheeran that expresses the timeless and nostalgic feeling of old school love.
Adoration of the Magi,"[Verse 1: Lupe Fiasco]
You're so smart, you're like, a contemporary museum of art
That farts, that's harsh, narcissism, on narcotics
On sharp objects in large pockets
At dark, you ain't gotta hide it, keep it, ""Metal Gear Solid""
Lead the leaders, that's how you file it, then clobber it
Low on energy, find peach cobbler then gobble it, yeah
It's food in them drums and boxes
If you beat 'em up then they'll drop it
And they'll rapidly flicker till they disappear
Blinking gradually quickens 'til they isn't here
And that's da da da da da da da da da da...
Just to be back in, reincarnated, exact twin
Exact ten, exact twelve
Ba ba ba ba ba ba ba ba ba ba (Exact self)
Do I really gotta say it? Didn't we all play it?
Dojo, Abobo, over shoulder throw, polo
Billy, Jimmy, even on the low low
",Write a verse exploring the concept of self-identity and personal growth in the style of Lupe Fiasco.
Adoration of the Magi,"[Chorus: Lupe Fiasco & Crystal Torres]
Why you ready to die? You just a baby
Why them tears up under your eyes? You just a baby
Keep your head up in the sky, you just a baby
Quit chasing money, never mind, you just a baby
These Magi adore you, Adoration of the Magi
These Magi adore you
Why you wanna be born again? You just a baby
Why you playing in the streets? You just a baby","Write a chorus in the style of Lupe Fiasco and Crystal Torres, addressing the struggles of youth and the pressure to grow up too fast."
Adoration of the Magi,"[Verse 2: Lupe Fiasco]
Now let's vogue (Vogue) mountain pose (Pose)
Downward facing dog (Pose) warrior pose (Pose)
Tree pose, bridge pose (Pose, pose)
Triangle pose, seated twist (Pose, pose)
Upward facing dog (Pose, pose) pigeon pose
In this bitch, that's vulgar, that's yoga
Let's try it again with clothes, 
and closer, enclosure, exposures
Quiet is kept like Rosicrucian meet Cosa Nostras on Oprah's sofa
With both controllers watchin' Gazans and Ashkenazis ride roller coasters
Say yeah, 
yeah, lots of options, now up is down, two player
Now A is jump and B is punch, you seein' somethin' that wasn't there
To find friendliness in a nemesis, it's a old test
Three buttons, see somethin', that's emphasis on Genesis, oh yeah
",Write a verse in the style of Lupe Fiasco that creatively describes a journey through different yoga poses while incorporating intricate wordplay and cultural references.
Adoration of the Magi,"[Chorus: Lupe Fiasco & Crystal Torres]
Why you ready to die? You just a baby
Why them tears up under your eyes? You just a baby
Keep your head up in the sky, you just a baby
Quit chasing money, never mind, you just a baby
These Magi adore you, Adoration of the Magi
These Magi adore you
Why you wanna be born again? You just a baby
Why you playing in the streets? You just a baby
",Write a chorus in the style of Lupe Fiasco and Crystal Torres addressing the innocence and vulnerability of youth.
Adoration of the Magi,"[Verse 3: Lupe Fiasco]
Can't be eyes closed when you side scroll
You not the first person
The first person from your first curse until your first cursive
And your curse words is in the curve version
It occurs virgin is the word version
That refers perfect to the first person
In the third verse, who's really me
In the third person but prefers the first one
That's me, again
Master cleanse in a syringe
From a gerber until your first burger
Pamper to her depends
Everything between is just drawers
Even in between is no loss
Even where the king is no boss
Meet it with a swing it's so south, yeah
Unless you Bamm Bamm
Knocking them pitches into the grand stands
In the club, watching the women just do them handstands
Like you a man's man
That's washing down a ham with the Zam Zam
Who got a baby in here with these strippers?
She's two weeks pregnant
Didn't even know, he's dancing with her, damn...",Write a verse in the style of Lupe Fiasco exploring the complexity of identity and self-perception.
Adoration of the Magi,"[Chorus: Lupe Fiasco & Crystal Torres]
Why you ready to die? You just a baby
Why them tears up under your eyes? You just a baby
Keep your head up in the sky, you just a baby
Quit chasing money, never mind, you just a baby
These Magi adore you, Adoration of the Magi
These Magi adore you
Why you wanna be born again? You just a baby
Why you playing in the streets? You just a baby","Write a chorus in the style of Lupe Fiasco and Crystal Torres, questioning why someone is ready to give up when they are just a baby and encouraging them to keep their head up."
The Light,"[Intro]: Common
Yeah, doo-doo-doo
Doo-doo-d-doo, diggy-doo, yo
",Write an intro in the style of Common that sets a laid-back and smooth vibe for the song.
The Light,"[Verse 1]: Common
I never knew a luh-luh-luh, a love like this
Gotta be somethin' for me to write this
Queen, I ain't seen you in a minute
Wrote this letter, and finally decide to send it
Signed, sealed, delivered, for us to grow together
Love has no limit, let's spend it slow forever
I know your heart is weathered by what studs did to you
I ain't gon' assault them, ‘cause I probably did it too
Because of you, feelings I handle with care
Some niggas recognize the light, but they can't handle the glare
You know I ain't the type to walk around with matchin' shirts
If relationship is effort, I will match your work
I want to be the one to make you happiest and hurt you the most
They say the end is near, it's important that we close.. to the Most High
Regardless of what happen, on Him let's rely
",Write a verse in the style of Common expressing deep love and commitment to a partner who has been hurt before.
The Light,"[Hook]: Common
There are times
When you'll need someone
I will be by your side
There is a light that shines
Special for you and me",Write a hook in the style of Common about being a supportive presence for someone in need.
The Light,"[Verse 2]: Common
It's important we communicate
And tune the fate of this union to the right pitch
I never call you my bitch, or even my boo
There's so much in a name, and so much more in you
Few understand the union of woman and man
And sex and a tingle is where they assume that it land
But that's fly by night, for you in the sky I write
For in these cold Chi night's moon, you my light
If Heaven had a height, you would be that tall
Ghetto to coffee shop, through you I see that all
Let's stick to understandin' and we won't fall
For better or worse times, I hope to me you call
So I pray every day more than anythin'
Friends we'll stay as we begin to lay
This foundation for a family, 
love ain't simple
Why can't it be anythin' worth havin' you work at annually?
Granted we known each other for some time
It don't take a whole day to recognize sunshine
","Write a verse in the style of Common, focusing on the importance of communication and the depth of a true connection between a man and a woman."
The Light,"[Hook]: Common
There are times
When you'll need someone
I will be by your side, oh, darling
There is a light that shines
Special for you and me","Write a hook in the style of Common, emphasizing the importance of being there for someone in times of need."
The Light,"[Verse 3]: Common
It's kind of fresh you listen to more than hip-hop
And I can catch you in the mix from beauty to thrift shop
Plus you shit pop when it's time to
Thinkin' you fresh, suggestin' beats I should rhyme to
At times when I'm lost I try to find you
You know to give me space when it's time to
My heart's dictionary defines you, it's love and happiness
Truthfully it's hard tryin' to practice abstinence
The time we committed love, it was real good
Had to be for me to arrive and it still feel good
I know the sex ain't gon' keep you
But as my equal, it's how I must treat you
As my reflection in light I'ma lead you
And whatever's right I'ma feed you
Digga-da, digga-da, digga-da, digga-digga-da-da
Yo, I tell you the rest when I see you; peace!
","Write a verse in the style of Common, reflecting on a deep connection with someone who listens to more than just hip-hop and brings love and happiness into your life."
The Light,"[Hook]: Common
There are times
When you'll need someone
I will be by your side
There is a light that shines
Special for you and me
","Write a chorus in the style of Common, focusing on the power of standing by someone through their darkest times."
The Light,"[Outro]: Common
I'll take my chances
Before they pass
Pass me by, oh, darling
You need to look at the other side
You'll agree",Reflect on the road less traveled in the style of Common.
I Used to Love H.E.R.,"[Chorus]: Common
A-yes, yes y'all, and you don't stop
To the beat, y'all, and you don't stop
Yes, yes, y'all, and you don't stop
A-one, two, y'all, and you don't stop
A-yes, yes y'all, and you don't stop
And to the beat Com Sense'll be the sure shot, come on
","Write a catchy chorus in the style of Common, emphasizing unity and perseverance in the face of challenges."
I Used to Love H.E.R.,"[Verse 1]: Common
I met this girl when I was ten years old
And what I loved most, she had so much soul
She was old school when I was just a shorty
Never knew throughout my life she would be there for me
On the regular, not a church girl, she was secular
Not about the money, those studs was mic-checkin' her
But I respected her, she hit me in the heart
A few New York niggas had did her in the park
But she was there for me, and I was there for her
Pull out a chair for her, turn on the air for her
And just cool out, cool out, and listen to her
Sittin' on a bone, wishin' that I could do her
Eventually, if it was meant to be, then it would be
‘Cause we related, physically and mentally
And she was fun then, I'd be geeked when she'd come around
Slim was fresh, joe, when she was underground
Original, pure, untampered, a down sister
Boy, I tell you, I miss her",Write a verse in the style of Common reflecting on a meaningful relationship from childhood that still holds a special place in your heart.
I Used to Love H.E.R.,"[Chorus]: Common
A-yes, yes y'all, and you don't stop
To the beat, y'all, and you don't stop
A-yes, yes y'all, and you don't stop
A-one, two, y'all, and you don't stop
A-yes, yes y'all, and you don't stop
A-Com Sense y'all, and you don't stop
A-yes, yes y'all, and you don't stop
UAC, yo, we gotta be the sure shot
","Write a chant-like chorus in the style of Common, celebrating unity and perseverance."
I Used to Love H.E.R.,"[Verse 2]: Common
Now, periodically, I would see
Ol' girl at the clubs, and at the house parties
She didn't have a body, but she started gettin' thick quick
Did a couple of videos, and became Afrocentric
Out goes the weave, in goes the braids, beads, medallions
She was on that tip about stoppin' the violence
About my people she was teachin' me, by not preachin' to me
But speakin' to me, in a method that was leisurely
So easily I approach
She dug my rap, that's how we got close
But then she broke to the West Coast, and that was cool
'Cause around the same time, I went away to school
And I'm a man of expandin', so why should I stand in her way?
She probably get her money in L.A
And she did stud, she got big pub
, but what was foul
She said that the pro-black was goin' out of style
She said, ""Afrocentricity was of the past""
So she got into R&B, hip-house, bass, and jazz
Now, black music is black music, and it's all good
I wasn't salty she was with the Boyz n the Hood
'Cause that was good for her, she was becomin' well-rounded
I thought it was dope how she was on that freestyle shit
Just havin' fun, not worried about anyone
And you could tell by how her titties hung","Write a story-like verse in the style of Common, exploring the evolution of a woman's identity from Afrocentric to mainstream music."
I Used to Love H.E.R.,"[Chorus]: Common
A-yes, yes y'all, and you don't stop
To the beat, y'all, and you don't stop
A-yes, yes y'all, and you don't stop
A-one, two, y'all, and you don't stop
A-yes, yes y'all, and you don't stop
And to the beat Com gotta be the sure shot
A-yes, yes y'all, and you don't stop
If you don't check it, mm-mm, bust it, bust it
","Write a hype chorus in the style of Common, encouraging listeners to keep moving forward and not give up."
I Used to Love H.E.R.,"[Verse 3]: Common
I might've failed to mention that this chick was creative
Once The Man got to her, he altered her native
Told her if she got an image and a gimmick
That she could make money, and she did it like a dummy
Now I see her in commercials, she's universal
She used to only swing it with the inner-city circle
Now she be in the burbs, lookin' rock and dressin' hippie
And on some dumb shit when she comes to the city
Talkin' about poppin' Glocks, servin' rocks and hittin' switches
Now she's a gangsta rollin' with gangsta bitches
Always smokin' blunts and gettin' drunk
Tellin' me sad stories, now she only fucks with the funk
Stressin' how hardcore and real she is
She was really the realest, before she got into showbiz
I did her, not just to say that I did it
, 
but I'm committed
(Girl, he's committed) But so many niggas hit it
That she's just not the same, lettin' all these goofies do her
I see niggas slammin' her
, 
and takin' her to the sewer
But I'mma take her back, hopin' that the shit stop
‘Cause who I'm talkin' about, y'all, is hip-hop","Write a verse in the style of Common, exploring the commercialization and alteration of a woman's identity in the music industry."
I Used to Love H.E.R.,"[Chorus]: Common
To the beat, y'all, and you don't stop
A-yes, yes y'all, and you don't stop
Mainframe, yo, they gotta be the sure shot
A-yes, yes, y'all, and you don't stop
To the beat, y'all, and you don't stop
A-yes, yes y'all, and you don't stop
A-one, two, Com Sense is gonna drop, haha
",Write a bridge in the style of Common that reflects on the power of music and its ability to unite people.
I Used to Love H.E.R.,"[Bridge]: Common
I used to love H.E.R
I used to love H.E.R
I used to love H.E.R
I used to love H.E.R
I used to love H.E.R
I used to love H.E.R
I used to love H.E.R., went and fucked up all the shit, y'all, buss it
","Write a bridge in the style of Common, reflecting on a past love and how it all fell apart."
I Used to Love H.E.R.,"[Outro: The Five Heartbeats sample]
You ain't got your woman in check, man?
I think you’re overstepping your bounds just a little bit
I can't do this anymore","Write an outro in the style of The Five Heartbeats sample, reflecting on struggling to maintain control in a relationship."
Glory,"[Chorus: John Legend]
One day when the glory comes
It will be ours, it will be ours
One day when the war is won
We will be sure, we will be sure
Oh glory
(Glory, glory) Ohh (Glory, glory)
",Write a chorus in the style of John Legend celebrating the triumph of overcoming obstacles and achieving glory.
Glory,"[Verse 1: Common]
Hands to the Heavens, no man, no weapon
Formed against, yes glory is destined
Everyday women and men become legends
Sins that go against our skin become blessings
The movement is a rhythm to us
Freedom is like religion to us
Justice is juxtapositionin' us
Justice for all just ain't specific enough
One son died, his spirit is revisitin' us
True and livin' livin' in us,
 
resistance is us
That's why Rosa sat on the bus
That's why we walk through Ferguson with our hands up
When it go down we woman and man up
They say, ""Stay down"", and we stand up
Shots, we on the ground, the camera panned up
King pointed to the mountain top and we ran up",Write a verse in the style of Common that speaks to the resilience and strength of the community in the face of adversity.
Glory,"[Chorus]: Common
One day when the glory comes
It will be ours, it will be ours
One day when the war is won
We will be sure, we will be sure
Oh glory (glory, glory)
Ohh (glory, glory)
",Write a chorus in the style of Common celebrating the triumph and perseverance of those who fight for a better future.
Glory,"[Bridge: John Legend]
Now the war is not over, victory isn't won
But we'll fight on to the finish, and when it's all done
We'll cry glory (glory), oh glory (glory), oh (glory, glory)
We'll cry glory, oh glory, oh (glory, glory)
",Write a powerful bridge in the style of John Legend that emphasizes perseverance and the fight for justice.
Glory,"[Verse 2: Common]
Selma is now for every man, woman, and child
Even Jesus got his crown in front of a crowd
They marched with the torch, we gon' run with it now
Never look back, we done gone hundreds of miles
From dark roads he rose, to become a hero
Facin' the league of justice, his power was the people
Enemy is lethal,
 
a king became regal
Saw the face of Jim Crow under a bald eagle
The biggest weapon is to stay peaceful
We sing, our music is the cuts that we bleed through
Somewhere in the dream we had an epiphany
Now we right the wrongs in history
No one can win the war individually
It takes the wisdom of the elders and young people's energy
Welcome to the story we call victory
The comin' of the Lord, my eyes have seen the glory",Write a verse in the style of Common celebrating the triumph of the civil rights movement and the power of unity and peaceful resistance.
Glory,"[Chorus]: Common
One day when the glory comes
It will be ours, it will be ours
One day when the war is won
We will be sure, we will be sure
Oh glory
(Glory, glory)
Oh (glory, glory)
Oh glory
(Glory, glory)
Yeah (glory, glory)
","Write a heartfelt chorus in the style of Common, focusing on hope, perseverance, and the eventual triumph of justice."
Glory,"[Outro: John Legend]
When the war is won, when it's all said and done
We'll cry glory, oh glory (glory, glory)","Write a closing reflection in the style of John Legend, celebrating the victory and glory that comes after overcoming challenges."
GO!,"[Chorus: Kanye West & John Mayer]
(Go) go, go, go, go, go and on the count of three
(Go) go, go, go, go, go and on the count of three
(Go) go, go, go, go, go, go
Uh, on the count of three everybody run back to your fantasy, now
(Go) go, go, go, go, go and on the count of three
(Go) go, go, go, go, go and on the count of three
(Go) go, go, go, go, go, go
And on the count of three everybody run back to your fantasy, now
",Write a catchy chorus in the style of Kanye West & John Mayer encouraging listeners to escape to their own fantasy world when times get tough.
GO!,"[Verse 1: Common & John Mayer]
(Go) She was a bad uh
The type at the club niggas would grab her
(Go) Fantasized when I had her
In the bathroom sweatin' with her ass up
(Go) The body of a dancer
We had chemistry cause she was a Cancer
Thought forever it would last for
But forever move faster, so I had to
(Go)
 
Still I gotta pause
When I think about her in them draws
(Go) 
And uh, ooh baby she liked it raw and
Like rain when she came it poured
(Go) And like a car that I can't afford
I would want it then want some more
The positions our frames explored let me know
She was secure, back for more I wanna",Write a verse in the style of Common & John Mayer exploring a passionate and tumultuous relationship that moves too fast.
GO!,"[Chorus: Kanye West & John Mayer]
(Go) go, go, go, go, go and on the count of three
(Go) go, go, go, go, go and on the count of three
(Go) go, go, go, go, go, go
Uh, 
on the count of three
 everybody run back to your fantasy, now
(Go) go, go, go, go, go and on the count of three
(Go) go, go, go, go, go and on the count of three
(Go) go, go, go, go, go, go
And on the count of three everybody run back to your fantasy, now
","Write a chorus in the style of Kanye West & John Mayer, encouraging people to escape to their fantasies when things get tough."
GO!,"[Verse 2: Common & John Mayer]
(Go) 
Freaky like the daughter of a pastor
Said I was bait for her to master
(Go) 
Little red corvette, nah she was faster
Wet dreams La Mer cream the bathroom
(Go) We make love and then laughter
And anyway I wanted I could have her
Said there were some girls that did attract her
A new chapter she was after so I said let's
(Go) To a place that you wanna be, uh
Get what you want from her and me,
 uh
(Go) Free love I wanna see, uh
Hot sex in the third degree
, uh
(Go) 
You gettin' served while servin' me,
 uh
Dirty words encourage me to
Rock steady and sturdily on
You turnin' me no turnin' back the further we","Write a verse in the style of Common & John Mayer, exploring the themes of love, lust, and the pursuit of new experiences."
GO!,"[Chorus: Kanye West & John Mayer]
(Go) go, go, go, go, go and on the count of three
(Go) go, go, go, go, go and on the count of three
(Go) go, go, go, go, go, go
Uh, on the count of three everybody run back to your fantasy, now
(Go) go, go, go, go, go and on the count of three
(Go) go, go, go, go, go and on the count of three
(Go) go, go, go, go, go, go
And on the count of three everybody run back to your fantasy, now","Write a chorus in the style of Kanye West & John Mayer, encouraging listeners to escape to their fantasies and dreams."
Love is…,"[Chorus]: Common
How beautiful love can be
On the streets love is hard to see
It's a place I got to be
Loving you is loving me
How beautiful love can be
On the streets love is hard to see
Gotta reach that frequency
Loving you is loving me
",Write a chorus in the style of Common that highlights the beauty and struggle of love in urban environments.
Love is…,"[Verse 1]: Common
Yeah, 
you know what love is
Even found it on the ground where the thugs live
My man had to dig deep to find his
Couldn't sleep cause on the real he had five kids
Live nig's, real niggas express and taste it
At crap games, black dames and big faces
Cases in court, fam' showing love and support
You and your baby's mom thought that love was a sport
As men we were taught to hold it in
That's why we don't know how 'til we're older men
If love is a place I'ma go again
At least now, now I know to go within
At times it can take ya for a spin
Heartbreak hotel then you're home again
I've seen love make a nigga soul pretend
Like a story that he don't want to end, yo",Write a verse in the style of Common reflecting on the struggles and complexities of love.
Love is…,"[Chorus]: Common
How beautiful love can be
On the streets love is hard to see
It's a place I got to be
Loving you is loving me
How beautiful love can be
On the streets love is hard to see
Gotta reach that frequency
Loving you is loving me
",Write a chorus in the style of Common that reflects on the beauty of love amidst the struggles of the streets.
Love is…,"[Verse 2]: Common
It's all love where we come from
In the hood love we was told to run from
That same hood where the guns sung
We holla love, hoping it'd become one
Crack got so many lives undone
From lack of love many hide, some run
I knew this girl with a son who dreamt of acting in plays
Demonstration with her man had her trapped in a maze
Trying to find herself again, much of that she'd have gave
Love can free us, to it some of us react as a slave
Funny, we love 'em more when they're relaxed in a grave
Wonder if a thug is raw, is he actin' afraid?
Everybody loves sun, why do I attract shade?
Heard of the love of money, but compassion it pays
Talk about it with my youth so she'd understand
What it is to be loved by a man",Write a verse in the style of Common exploring the complexities of love in the hood and the struggle of finding oneself amidst adversity.
Love is…,"[Chorus]: Common
How beautiful love can be
On the streets love is hard to see
It's a place I got to be
Loving you is loving me
How beautiful love can be
On the streets love is hard to see
Gotta reach that frequency
Loving you is loving me
","Write a chorus in the style of Common, reflecting on the beauty of love amidst the hardships of the streets."
Love is…,"[Verse 3]: Common
Some say that I'm a dreamer 'cause I talk about it often
Seen the hardest nigga soften wit' his homie in a coffin
We walk and stand in, fall in it
With the right companion we all in it
Mary sang a song about it, having broad limits
In the game of life, it's the scrimmage
Reminiscing on letters I wrote in my small days
A letter to the people, love always, yeah
",Write a verse in the style of Common reflecting on the power of love and companionship in overcoming life's challenges.
Love is…,"[Chorus]: Common
How beautiful love can be
On the streets love is hard to see
It's a place I got to be
Loving you is loving me
How beautiful love can be
On the streets love is hard to see
Gotta reach that frequency
Loving you is loving me",Write a chorus in the style of Common that highlights the importance of love in a world where it can be hard to find on the streets.
Stay Schemin’,"[Verse]: Common
My motto is: Chicago, bitch
Everybody know you sweet, what the problem is
Don’t play dumb, I’m the one that acknowledged it
Son of a bitch, I imagine what your father is
She said, “How you make your opponent
The rapper of the moment?” His style, he don’t own it
Acting all hard when he hardly like that
You gon’ mess around and make me catch a body like that
Awwww, don’t do it
Cause every song you make, Joe, is really ho music
I heard you said you wasn’t a bitch because you sing
You a bitch because you cling like a bitch that’s eighteen
Can’t say my name
 
but rap about a nigga’s wife
You so black and white, trying to live a nigga’s life
I’m taking too long with this amateur guy
You ain’t wet nobody, nigga, you Canada dry
",Write a verse in the style of Common calling out a rapper for not owning their style and pretending to be something they're not.
Stay Schemin’,"[Outro]: Common
Soft nigga. Make no mistake, I’m talking to Drake
It’s the remix. Rick Ross, Common,
 
and that ho-ass nigga
No, man-to-man, don’t hide behind them other niggas
Nah, this man-to-man. You can’t run behind them man
This is some real man shit right here
","Write an outro in the style of Common, addressing a soft individual and calling them out for hiding behind others instead of facing their conflicts head-on."
Stay Schemin’,"[Destiny’s Child sample]: Common
Say my name, say my name
If no one is around you
If you ain't running game
Say my name, say my name
You acting kinda shady
Why the sudden change?
Say my name, say my name
If no one is around you
If you ain’t running game
Say my name, say my name
You acting kinda shady
Better say my name",Write a verse in the style of Common exploring the complexities of relationships and communication.
Be (Intro),"[Intro]: Common
Yeah
Yes
",Create an intro in the style of Common that sets the tone for a reflective and insightful rap song.
Be (Intro),"[Verse]: Common
I wanna be as free as the spirits of those who left
I'm talking Malcolm, Coltrane, my man Yusef
Through death grew conception, new breath and resurrection
For moms, new steps in a direction
In the right way, told her, ""Inside is where the fight lay
And everything a nigga do may not be what he might say""
Chicago nights, they stay on the mind
But I write many lives, they lay on these lines
Wavin' signs of the times, 
many say the grind's on the mind
Shorties blunted-eyed and everyone wanna rhyme
Bush pushing lies, killers immortalized
We got arms but won't reach for the skies
Waiting for the Lord to rise, I look into my daughter's eyes
And realize I'ma learn through her
The Messiah might even return through her
If I'ma do it, I gotta change the world through her
Furs and a Benz, Gramps wantin 'em
Demons and old friends, Pops, they hauntin' him
The chosen one from the land of the frozen sun
Where drunk nights get remembered more than sober ones
Walk like warriors, we were never told to run
Explored the world to return to where my soul begun
Never looking back, or too far in front of me
The present is a gift, and I just wanna be (Be, be, be, be)",Write a verse in the style of Common reflecting on the influence of past leaders and the importance of personal growth through family.
Sweet,"[Intro: Common]
Yeah
You know they be asking ’bout Common, where he at?
What that man doing now?
I’m doing what I do, hip-hop
That's what I do
Yeah
","Write an introduction in the style of Common, discussing your dedication to hip-hop and your consistent presence in the music industry."
Sweet,"[Verse 1: Common]
How can I say this, fuck it I’m the greatest
I am the A-list for all these great debaters
A lot of ya’ll nah nah, forgot now who I am
The '87 nigga used to rah rah in the jam
Aw yeah, we put them things in the air
When I drop a single, it’s really like a pair
Of Air Jordans, important to the culture
If you ain't true to it, cállate la boca
Get my drink on like a coaster
Post up on the wall that Mike used to live off
Hip-hop Master Cleansin', I’mma get my shit off
Rollin’ in a Maserati Gran with the lid off
I bit all like a monster, live nigga this is my encore
Encore, encore,
 
I rhyme for the commoners
My name synonymous with prominence
I’m to Hip-Hop what Obama is to politics
Common is",Write a verse in the style of Common celebrating your own greatness and influence on the culture.
